amount,claim_type,days_since_policy_start,has_witnesses,prior_claims_count,description,is_fraud
14664.26,HEALTH,616,1,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-86365.",0
8719.83,HEALTH,679,1,1,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
2659.38,AUTO,564,0,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
842.98,AUTO,1167,1,0,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
594.42,HEALTH,1371,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-98596.",0
5949.98,AUTO,859,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2351.36,HEALTH,1255,0,0,"Total loss, no documentation available.",0
2922.35,AUTO,167,1,2,"Damage occurred while alone, nobody saw, no police report.",1
315.9,AUTO,1449,1,0,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
4570.78,AUTO,174,1,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2848.14,HEALTH,100,0,1,Hailstorm on July 5 caused dents on the hood and cracked the windshield.,0
595.6,PROPERTY,34,1,0,Backyard fence damaged by neighbour's tree falling during high winds on August 11.,0
1128.31,AUTO,365,1,0,Hailstorm on April 3 caused dents on the hood and cracked the windshield.,0
2353.64,AUTO,1255,1,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1905.44,AUTO,451,0,2,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1349.96,PROPERTY,1186,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1630.29,AUTO,637,1,0,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
1405.32,PROPERTY,156,0,1,Lightning strike damaged HVAC unit on July 5; technician assessment attached.,0
2106.04,AUTO,710,0,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,0
7875.34,AUTO,349,1,0,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",0
138.84,PROPERTY,437,0,2,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
1426.74,HEALTH,776,1,3,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
2157.08,AUTO,1185,1,0,Front-end collision when the other driver ran a red light at Oak Ave; police report filed.,0
2430.84,LIFE,880,1,1,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
1246.49,AUTO,335,0,0,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
312.09,AUTO,1076,1,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2509.89,AUTO,1045,1,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
10171.55,HEALTH,356,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
390.0,PROPERTY,1277,0,0,"Deer collision on the highway near exit 132; airbag deployed, vehicle towed.",0
4289.08,AUTO,1264,0,0,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
1301.76,PROPERTY,905,1,0,"Deer collision on the highway near exit 97; airbag deployed, vehicle towed.",0
1700.5,HEALTH,444,0,0,Front-end collision when the other driver ran a red light at Main St; police report filed.,0
630.87,LIFE,531,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on June 24.,0
1294.07,PROPERTY,659,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
6634.54,PROPERTY,282,0,1,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
3237.82,HEALTH,459,1,0,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
10222.14,AUTO,202,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
5868.84,HEALTH,232,1,1,"Damage occurred while alone, nobody saw, no police report.",1
2804.8,HEALTH,1116,1,0,Backyard fence damaged by neighbour's tree falling during high winds on April 3.,0
10341.65,HEALTH,193,1,0,Front-end collision when the other driver ran a red light at 5th Ave; police report filed.,0
2804.54,PROPERTY,704,1,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
4138.08,AUTO,644,0,2,"Property damage but no witnesses, claim is for full replacement value.",0
1344.03,PROPERTY,70,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1932.45,AUTO,1247,0,0,Hailstorm on May 18 caused dents on the hood and cracked the windshield.,0
900.16,PROPERTY,1475,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
4863.84,AUTO,957,0,0,Backyard fence damaged by neighbour's tree falling during high winds on June 24.,0
556.52,AUTO,1007,1,0,"Minor parking lot collision at Walmart; both drivers exchanged details, insurance info noted.",0
3953.48,PROPERTY,349,1,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-47014.",0
1494.2,PROPERTY,1266,1,0,Rear-end collision at the intersection of Main St and Maple Ave; minor whiplash and bumper damage.,0
5832.77,PROPERTY,1176,1,0,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
3830.95,LIFE,657,1,0,"Deer collision on the highway near exit 14; airbag deployed, vehicle towed.",0
11166.19,AUTO,1059,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
3754.74,PROPERTY,1433,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
375.39,AUTO,904,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1690.95,HEALTH,300,0,0,"Minor parking lot collision at Target; both drivers exchanged details, insurance info noted.",0
560.03,HEALTH,496,1,1,Tree branch fell during the storm on July 5 and dented the roof above the garage.,0
1076.77,AUTO,278,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-40825.",0
8194.58,HEALTH,497,0,0,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
3420.47,PROPERTY,1335,0,0,"House contents destroyed, fire of unknown origin, no smoke alarm activated.",1
898.81,AUTO,285,1,0,"Property damage but no witnesses, claim is for full replacement value.",0
656.08,PROPERTY,1337,1,1,Backyard fence damaged by neighbour's tree falling during high winds on April 3.,0
1868.3,HEALTH,428,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-92881.",0
535.63,AUTO,749,0,1,Rear-end collision at the intersection of Main St and Walnut Rd; minor whiplash and bumper damage.,0
924.14,HEALTH,793,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2470.09,AUTO,189,1,1,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
5740.56,AUTO,276,1,1,Lightning strike damaged HVAC unit on July 5; technician assessment attached.,0
3323.46,HEALTH,458,0,1,Rear-end collision at the intersection of 5th Ave and Cedar Lane; minor whiplash and bumper damage.,0
182.86,AUTO,90,1,2,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
2451.28,AUTO,1131,1,2,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
1943.09,PROPERTY,819,1,0,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
2735.01,AUTO,1269,1,0,"Deer collision on the highway near exit 136; airbag deployed, vehicle towed.",0
9101.64,PROPERTY,1294,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on March 12.,0
229.7,PROPERTY,522,1,0,"Deer collision on the highway near exit 194; airbag deployed, vehicle towed.",0
1001.14,AUTO,1225,0,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
3264.65,HEALTH,92,0,1,Hailstorm on July 5 caused dents on the hood and cracked the windshield.,0
371.82,AUTO,645,0,1,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
7910.52,HEALTH,998,0,2,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
2613.27,AUTO,699,0,0,Backyard fence damaged by neighbour's tree falling during high winds on April 3.,0
4215.76,PROPERTY,1109,1,2,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
1021.53,AUTO,1288,1,1,"Deer collision on the highway near exit 94; airbag deployed, vehicle towed.",0
4079.64,HEALTH,636,0,3,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-30150.",0
5263.08,AUTO,412,0,0,Tree branch fell during the storm on March 12 and dented the roof above the garage.,0
2282.16,AUTO,875,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
2285.64,HEALTH,1302,1,0,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
2369.28,HEALTH,1481,0,2,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-63716.",0
762.54,LIFE,1223,1,0,"Deer collision on the highway near exit 76; airbag deployed, vehicle towed.",0
1560.05,AUTO,368,0,0,Tree branch fell during the storm on April 3 and dented the roof above the garage.,0
1552.28,AUTO,308,0,1,Rear-end collision at the intersection of Elm Blvd and Cedar Lane; minor whiplash and bumper damage.,0
2652.86,AUTO,859,1,0,Tree branch fell during the storm on May 18 and dented the roof above the garage.,0
4913.91,AUTO,603,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
627.32,PROPERTY,916,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
1595.58,PROPERTY,1385,1,0,"Deer collision on the highway near exit 95; airbag deployed, vehicle towed.",0
7954.2,PROPERTY,824,1,2,Front-end collision when the other driver ran a red light at Oak Ave; police report filed.,0
859.55,AUTO,533,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-82187.",0
794.53,HEALTH,1303,1,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2213.45,PROPERTY,659,0,0,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",1
4206.5,AUTO,907,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
1828.82,HEALTH,203,1,0,Rear-end collision at the intersection of 5th Ave and Walnut Rd; minor whiplash and bumper damage.,1
6829.18,AUTO,762,0,0,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
4259.02,AUTO,640,0,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on March 12.,0
4195.72,PROPERTY,185,1,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
3146.72,AUTO,318,0,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
18539.39,LIFE,1055,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1472.68,AUTO,271,0,0,Lightning strike damaged HVAC unit on July 5; technician assessment attached.,0
243.83,AUTO,199,1,0,"Cash and gold coins stolen from home safe, exact amounts approximate.",0
8993.47,AUTO,87,1,2,Rear-end collision at the intersection of Elm Blvd and Birch St; minor whiplash and bumper damage.,0
1144.02,AUTO,40,0,0,Lightning strike damaged HVAC unit on July 5; technician assessment attached.,0
2014.0,HEALTH,652,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-36777.",0
6697.91,AUTO,733,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on June 24.,0
364.21,HEALTH,936,1,0,Hailstorm on March 12 caused dents on the hood and cracked the windshield.,0
517.16,PROPERTY,859,1,2,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
364.57,AUTO,805,1,0,"Items missing after recent move, exact value uncertain.",1
817.18,AUTO,1498,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,0
2806.34,HEALTH,375,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
3053.94,PROPERTY,1068,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on July 5.,0
2383.38,HEALTH,120,0,0,"Deer collision on the highway near exit 132; airbag deployed, vehicle towed.",0
440.2,AUTO,1273,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on July 5.,0
179.45,HEALTH,544,1,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1909.04,HEALTH,520,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1128.03,AUTO,203,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
2862.31,AUTO,763,0,1,Backyard fence damaged by neighbour's tree falling during high winds on April 3.,0
3648.07,LIFE,599,0,0,Front-end collision when the other driver ran a red light at Main St; police report filed.,0
2076.09,AUTO,1461,1,1,"Cash and gold coins stolen from home safe, exact amounts approximate.",1
3866.61,AUTO,267,1,1,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
2273.81,AUTO,626,0,1,Lightning strike damaged HVAC unit on April 3; technician assessment attached.,0
3071.94,HEALTH,1350,0,0,Lightning strike damaged HVAC unit on March 12; technician assessment attached.,0
893.66,HEALTH,1211,1,0,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
